id;profession;createdAt;updatedAt
271;аппаратчик по регенерации серы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
272;аппаратчик по сбору и обогащению шлама;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
273;аппаратчик по химической обработке полупроводниковых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
274;аппаратчик подготовки сырья и отпуска полуфабрикатов и продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
275;аппаратчик поликонденсации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
276;аппаратчик полимеризации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
277;аппаратчик получения высокотемпературного пека;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
278;аппаратчик получения высокочистых соединений щелочных металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
279;аппаратчик получения гексахлорбензола;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
280;аппаратчик получения гидроокисных соединений щелочных металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
281;аппаратчик получения декстрина;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
282;аппаратчик получения закиси азота;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
283;аппаратчик получения зародышей двуокиси титана;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
284;аппаратчик получения инертного газа;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
285;аппаратчик получения клеевого раствора;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
286;аппаратчик получения комплексных соединений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
287;аппаратчик получения кумароновой смолы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
288;аппаратчик получения лаков и эмалей на полимеризационных смолах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
289;аппаратчик получения метатитановой кислоты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
290;аппаратчик получения микронизированных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
291;аппаратчик получения нитролигнина;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
292;аппаратчик получения окислов металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
293;аппаратчик получения пата;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
294;аппаратчик получения полых микросфер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
295;аппаратчик получения сахарата кальция;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
296;аппаратчик получения сернистой кислоты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
297;аппаратчик получения сероуглерода-сырца;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
298;аппаратчик получения сильнодействующих алкалоидов и кристаллических гликозитов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
299;аппаратчик получения синтетических гормонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
300;аппаратчик получения сиропов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
301;аппаратчик получения сульфата аммония;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
302;аппаратчик получения сухих кормов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
303;аппаратчик получения сухого крахмала;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
304;аппаратчик получения сырого бензола;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
305;аппаратчик получения сырого крахмала;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
306;аппаратчик получения технического углерода;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
307;аппаратчик получения трихлорпропана и дихлоргидрина;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
308;аппаратчик получения углекислоты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
309;аппаратчик получения фосфатидов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
310;аппаратчик получения фотогипосульфита;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
311;аппаратчик получения фурановых соединений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
312;аппаратчик получения хлорного железа;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
313;аппаратчик получения чистого антрацена;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
314;аппаратчик получения экструзионных крахмалопродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
315;аппаратчик приготовления амальгамы натрия;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
316;аппаратчик приготовления брикетной смеси;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
317;аппаратчик приготовления влажной мипоры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
318;аппаратчик приготовления высокожирных эмульсий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
319;аппаратчик приготовления дубильных экстрактов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
320;аппаратчик приготовления замесов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
321;аппаратчик приготовления зубоврачебных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
322;аппаратчик приготовления инвертного сиропа;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
323;аппаратчик приготовления каменноугольного лака;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
324;аппаратчик приготовления катализатора;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
325;аппаратчик приготовления компаундов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
326;аппаратчик приготовления косметических средств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
327;аппаратчик приготовления кулинарных и кондитерских жиров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
328;аппаратчик приготовления лака;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
329;аппаратчик приготовления ламинированной пленки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
330;аппаратчик приготовления латексной смеси;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
331;аппаратчик приготовления медицинских масс и мазей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
332;аппаратчик приготовления мездрового клея;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
333;аппаратчик приготовления мыльного клея;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
334;аппаратчик приготовления окисленного крахмала;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
335;аппаратчик приготовления парфюмерных композиций и жидкостей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
336;аппаратчик приготовления пасты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
337;аппаратчик приготовления питательных сред;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
338;аппаратчик приготовления полимеризационной смеси;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
339;аппаратчик приготовления препарированной смолы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
340;аппаратчик приготовления проявляющей пасты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
341;аппаратчик приготовления прядильных растворов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
342;аппаратчик приготовления резиновых клеев и покрытий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
343;аппаратчик приготовления связующих;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
344;аппаратчик приготовления сернокислого глинозема;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
345;аппаратчик приготовления стерильных растворов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
346;аппаратчик приготовления сырой смеси;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
347;аппаратчик приготовления тресты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
348;аппаратчик приготовления ферментного препарата;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
349;аппаратчик приготовления химических растворов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
350;аппаратчик приготовления электролита;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
351;аппаратчик приготовления эмульгатора;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
352;аппаратчик приготовления эмульсий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
353;аппаратчик производства аг-соли;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
354;аппаратчик производства адипиновой кислоты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
355;аппаратчик производства адипонитрила;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
356;аппаратчик производства азокрасителей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
357;аппаратчик производства альбумина;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
